timestamp,junction_id,vehicle_count,avg_speed,temperature,rainfall_mm,event_flag
2025-07-03 08:00:00,J1,403.0,30.45,35.0,0.65,0
2025-07-03 09:00:00,J1,428.0,29.73,27.9,0.0,0
2025-07-03 10:00:00,J1,184.0,51.13,35.6,0.0,0
2025-07-03 11:00:00,J1,143.0,55.19,26.3,0.21,0
2025-07-03 12:00:00,J1,173.0,52.44,28.6,0.68,0
2025-07-03 13:00:00,J1,125.0,55.54,31.4,0.0,0
2025-07-03 14:00:00,J1,192.0,51.03,32.0,0.19,0
2025-07-03 15:00:00,J1,152.0,55.69,33.4,1.42,0
2025-07-03 16:00:00,J1,155.0,52.73,27.9,0.17,0
2025-07-03 17:00:00,J1,314.0,36.29,34.7,0.84,0
2025-07-03 18:00:00,J1,401.0,27.81,34.0,2.46,0
2025-07-03 19:00:00,J1,308.0,39.3,31.5,0.25,0
2025-07-03 20:00:00,J1,216.0,47.17,31.1,0.0,0
2025-07-03 21:00:00,J1,123.0,57.26,33.3,1.09,0
2025-07-03 22:00:00,J1,115.0,57.85,39.8,0.19,0
2025-07-03 23:00:00,J1,136.0,55.58,33.0,2.84,0
2025-07-04 00:00:00,J1,83.0,59.99,30.0,0.0,0
2025-07-04 01:00:00,J1,81.0,63.44,32.0,1.26,0
2025-07-04 02:00:00,J1,53.0,65.35,35.0,0.92,1
2025-07-04 03:00:00,J1,49.0,65.28,30.2,1.52,0
2025-07-04 04:00:00,J1,48.0,66.97,29.3,0.0,0
2025-07-04 05:00:00,J1,69.0,65.22,30.7,1.82,0
2025-07-04 06:00:00,J1,164.0,50.11,33.2,0.93,0
2025-07-04 07:00:00,J1,419.0,29.82,29.5,0.0,0
2025-07-04 08:00:00,J1,337.0,36.95,27.5,1.07,0
2025-07-04 09:00:00,J1,451.0,23.21,29.9,0.45,0
2025-07-04 10:00:00,J1,170.0,53.09,31.2,0.09,0
2025-07-04 11:00:00,J1,164.0,53.26,30.9,0.89,0
2025-07-04 12:00:00,J1,156.0,53.0,27.1,5.18,0
2025-07-04 13:00:00,J1,87.0,62.03,30.6,2.89,0
2025-07-04 14:00:00,J1,168.0,50.29,32.4,0.0,0
2025-07-04 15:00:00,J1,186.0,49.88,30.5,3.36,1
2025-07-04 16:00:00,J1,148.0,53.91,25.2,0.62,0
2025-07-04 17:00:00,J1,257.0,47.67,24.8,2.22,0
2025-07-04 18:00:00,J1,337.0,35.68,26.5,1.2,0
2025-07-04 19:00:00,J1,258.0,40.77,34.1,3.2,0
2025-07-04 20:00:00,J1,178.0,47.3,27.3,0.02,0
2025-07-04 21:00:00,J1,102.0,59.81,30.1,1.17,0
2025-07-04 22:00:00,J1,161.0,53.27,25.2,0.0,1
2025-07-04 23:00:00,J1,149.0,56.52,26.6,0.66,0
2025-07-05 00:00:00,J1,66.4,63.84,36.1,1.18,0
2025-07-05 01:00:00,J1,48.8,69.24,35.3,1.79,0
2025-07-05 02:00:00,J1,59.2,65.37,34.1,0.92,0
2025-07-05 03:00:00,J1,43.2,67.8,24.7,0.2,0
2025-07-05 04:00:00,J1,63.2,64.08,23.5,1.23,0
2025-07-05 05:00:00,J1,67.2,63.25,32.4,0.0,0
2025-07-05 06:00:00,J1,86.4,57.23,29.7,0.7,0
2025-07-05 07:00:00,J1,323.2,34.15,34.5,0.9,0
2025-07-05 08:00:00,J1,308.8,41.11,29.3,0.42,1
2025-07-05 09:00:00,J1,304.8,40.75,28.4,0.12,0
2025-07-05 10:00:00,J1,88.8,64.49,37.1,0.14,0
2025-07-05 11:00:00,J1,104.8,57.08,26.5,0.0,0
2025-07-05 12:00:00,J1,160.8,51.47,30.1,0.17,0
2025-07-05 13:00:00,J1,84.0,61.96,27.7,3.99,0
2025-07-05 14:00:00,J1,116.8,59.86,27.7,0.46,0
2025-07-05 15:00:00,J1,86.4,63.09,31.4,1.08,0
2025-07-05 16:00:00,J1,115.2,56.14,25.0,0.0,0
2025-07-05 17:00:00,J1,212.0,46.68,28.0,0.1,0
2025-07-05 18:00:00,J1,182.4,55.13,32.6,1.26,0
2025-07-05 19:00:00,J1,327.2,38.08,34.9,0.58,0
2025-07-05 20:00:00,J1,120.8,59.34,29.1,0.64,0
2025-07-05 21:00:00,J1,137.6,57.23,29.4,0.0,0
2025-07-05 22:00:00,J1,154.4,56.94,29.9,0.0,0
2025-07-05 23:00:00,J1,117.6,59.83,30.4,0.0,1
2025-07-06 00:00:00,J1,84.8,62.58,30.6,0.51,0
2025-07-06 01:00:00,J1,44.8,64.19,31.7,0.09,0
2025-07-06 02:00:00,J1,101.6,58.92,29.1,0.64,0
2025-07-06 03:00:00,J1,60.8,63.52,31.4,0.6,0
2025-07-06 04:00:00,J1,44.0,67.61,28.3,0.0,0
2025-07-06 05:00:00,J1,46.4,63.91,37.3,0.23,0
2025-07-06 06:00:00,J1,97.6,60.98,28.2,2.49,0
2025-07-06 07:00:00,J1,187.2,52.26,34.7,1.54,0
2025-07-06 08:00:00,J1,217.6,47.6,29.0,1.39,0
2025-07-06 09:00:00,J1,228.8,48.86,29.0,0.2,0
2025-07-06 10:00:00,J1,117.6,56.89,23.3,0.06,0
2025-07-06 11:00:00,J1,92.8,61.37,29.3,0.18,0
2025-07-06 12:00:00,J1,126.4,54.4,33.4,0.0,0
2025-07-06 13:00:00,J1,104.0,61.53,30.2,1.25,0
2025-07-06 14:00:00,J1,161.6,52.85,31.2,0.0,0
2025-07-06 15:00:00,J1,105.6,58.63,30.8,0.47,0
2025-07-06 16:00:00,J1,166.4,55.93,28.7,0.0,0
2025-07-06 17:00:00,J1,357.6,35.98,34.1,0.88,0
2025-07-06 18:00:00,J1,214.4,46.44,28.5,2.09,0
2025-07-06 19:00:00,J1,234.4,47.87,29.8,0.0,0
2025-07-06 20:00:00,J1,118.4,57.75,30.1,1.76,0
2025-07-06 21:00:00,J1,172.8,53.68,30.7,0.93,0
2025-07-06 22:00:00,J1,152.8,52.04,35.7,1.03,0
2025-07-06 23:00:00,J1,132.0,54.82,29.6,3.89,0
2025-07-07 00:00:00,J1,81.0,66.98,31.6,0.21,0
2025-07-07 01:00:00,J1,49.0,63.08,25.0,0.47,0
2025-07-07 02:00:00,J1,45.0,68.04,27.5,0.3,0
2025-07-07 03:00:00,J1,77.0,59.91,30.8,0.0,0
2025-07-07 04:00:00,J1,36.0,64.37,31.6,2.95,0
2025-07-07 05:00:00,J1,108.0,56.52,30.4,0.06,0
2025-07-07 06:00:00,J1,185.0,54.2,29.0,0.13,0
2025-07-07 07:00:00,J1,420.0,30.17,28.8,0.59,0
2025-07-07 08:00:00,J1,439.0,23.03,38.4,0.39,0
2025-07-07 09:00:00,J1,331.0,35.76,29.3,1.1,0
2025-07-07 10:00:00,J1,197.0,53.13,30.4,3.56,0
2025-07-07 11:00:00,J1,104.0,62.04,23.5,0.0,0
2025-07-07 12:00:00,J1,194.0,52.23,24.4,1.88,0
2025-07-07 13:00:00,J1,110.0,61.5,31.3,2.99,0
2025-07-07 14:00:00,J1,143.0,52.31,27.3,0.0,0
2025-07-07 15:00:00,J1,124.0,58.26,32.6,0.92,0
2025-07-07 16:00:00,J1,157.0,56.31,28.5,0.15,0
2025-07-07 17:00:00,J1,223.0,50.07,28.0,0.15,0
2025-07-07 18:00:00,J1,383.0,30.99,30.8,0.53,1
2025-07-07 19:00:00,J1,413.0,28.57,26.0,0.42,0
2025-07-07 20:00:00,J1,179.0,49.38,28.6,0.74,0
2025-07-07 21:00:00,J1,152.0,55.39,31.9,0.85,0
2025-07-07 22:00:00,J1,195.0,47.24,31.7,0.51,0
2025-07-07 23:00:00,J1,167.0,51.5,27.3,1.02,0
2025-07-01 00:00:00,J2,96.0,62.77,30.8,0.22,0
2025-07-01 01:00:00,J2,94.0,61.64,27.8,0.0,0
2025-07-01 02:00:00,J2,47.0,62.25,27.6,0.14,0
2025-07-01 03:00:00,J2,49.0,63.2,37.9,0.79,0
2025-07-01 04:00:00,J2,86.0,62.0,24.8,0.0,0
2025-07-01 05:00:00,J2,86.0,62.15,26.9,0.34,0
2025-07-01 06:00:00,J2,125.0,60.81,27.9,0.61,0
2025-07-01 07:00:00,J2,364.0,32.98,28.0,1.35,1
2025-07-01 08:00:00,J2,289.0,41.54,35.8,0.0,1
2025-07-01 09:00:00,J2,289.0,43.67,32.1,0.99,0
2025-07-01 10:00:00,J2,165.0,54.03,32.2,0.88,0
2025-07-01 11:00:00,J2,141.0,56.11,28.4,7.04,0
2025-07-01 12:00:00,J2,212.0,47.33,28.9,1.01,0
2025-07-01 13:00:00,J2,190.0,53.71,28.9,1.07,0
2025-07-01 14:00:00,J2,185.0,55.88,31.0,0.75,0
2025-07-01 15:00:00,J2,173.0,53.14,28.6,0.12,0
2025-07-01 16:00:00,J2,122.0,58.15,34.2,0.78,0
2025-07-01 17:00:00,J2,247.0,47.32,29.4,0.24,0
2025-07-01 18:00:00,J2,390.0,32.28,29.5,0.0,0
2025-07-01 19:00:00,J2,417.0,33.5,28.0,0.02,0
2025-07-01 20:00:00,J2,123.0,58.27,23.7,1.02,0
2025-07-01 21:00:00,J2,127.0,58.87,28.6,0.96,0
2025-07-01 22:00:00,J2,117.0,57.81,27.4,0.0,1
2025-07-01 23:00:00,J2,142.0,55.47,27.5,1.81,0
2025-07-02 00:00:00,J2,48.0,64.9,28.0,1.52,0
2025-07-02 01:00:00,J2,81.0,60.86,28.2,0.0,0
2025-07-02 02:00:00,J2,51.0,67.74,28.3,0.89,0
2025-07-02 03:00:00,J2,47.0,63.89,27.9,0.47,0
2025-07-02 04:00:00,J2,27.0,66.07,28.8,1.9,1
2025-07-02 05:00:00,J2,84.0,62.69,33.3,0.5,0
2025-07-02 06:00:00,J2,216.0,45.64,27.8,0.99,0
2025-07-02 07:00:00,J2,305.0,40.89,26.8,0.0,0
2025-07-02 08:00:00,J2,283.0,46.75,28.4,1.44,0
2025-07-02 09:00:00,J2,336.0,33.12,31.4,1.81,0
2025-07-02 10:00:00,J2,136.0,58.04,31.5,0.9,0
2025-07-02 11:00:00,J2,158.0,52.9,31.4,1.83,0
2025-07-02 12:00:00,J2,122.0,58.26,29.5,0.0,0
2025-07-02 13:00:00,J2,174.0,51.04,28.2,0.0,0
2025-07-02 14:00:00,J2,125.0,59.01,25.9,0.48,0
2025-07-02 15:00:00,J2,157.0,54.8,34.7,3.0,0
2025-07-02 16:00:00,J2,143.0,56.05,31.2,0.0,0
2025-07-02 17:00:00,J2,227.0,47.57,27.9,0.12,0
2025-07-02 18:00:00,J2,330.0,41.04,27.8,0.6,0
2025-07-02 19:00:00,J2,366.0,32.5,33.4,1.41,0
2025-07-02 20:00:00,J2,181.0,51.67,26.3,2.59,0
2025-07-02 21:00:00,J2,122.0,59.1,33.0,0.0,0
2025-07-02 22:00:00,J2,166.0,50.84,32.6,2.71,0
2025-07-02 23:00:00,J2,189.0,50.87,31.9,0.72,0
2025-07-03 00:00:00,J2,102.0,59.71,30.7,1.95,0
2025-07-03 01:00:00,J2,76.0,62.55,29.3,0.16,0
2025-07-03 02:00:00,J2,103.0,60.39,31.4,1.17,0
2025-07-03 03:00:00,J2,118.0,56.9,32.8,2.13,1
2025-07-03 04:00:00,J2,24.0,70.0,34.5,0.0,0
2025-07-03 05:00:00,J2,76.0,59.22,31.7,1.3,0
2025-07-03 06:00:00,J2,162.0,52.9,22.7,0.62,0
2025-07-03 07:00:00,J2,276.0,44.28,32.5,0.0,0
2025-07-03 08:00:00,J2,404.0,29.57,28.9,0.0,0
2025-07-03 09:00:00,J2,398.0,32.25,30.3,0.0,0
2025-07-03 10:00:00,J2,116.0,59.66,27.1,1.42,0
2025-07-03 11:00:00,J2,161.0,54.32,32.6,0.66,0
2025-07-03 12:00:00,J2,159.0,56.63,31.7,0.65,0
2025-07-03 13:00:00,J2,163.0,58.01,33.5,1.23,0
2025-07-03 14:00:00,J2,169.0,52.36,30.6,0.0,0
2025-07-03 15:00:00,J2,106.0,58.76,31.3,3.42,0
2025-07-03 16:00:00,J2,105.0,60.74,33.4,0.39,0
2025-07-03 17:00:00,J2,366.0,34.41,24.0,0.38,0
2025-07-03 18:00:00,J2,422.0,27.29,25.0,1.73,0
2025-07-03 19:00:00,J2,283.0,37.97,27.3,0.16,1
2025-07-03 20:00:00,J2,142.0,56.25,33.1,0.28,0
2025-07-03 21:00:00,J2,170.0,55.63,31.3,0.76,1
2025-07-03 22:00:00,J2,180.0,49.45,25.4,0.33,0
2025-07-03 23:00:00,J2,200.0,49.05,34.2,0.62,0
2025-07-04 00:00:00,J2,50.0,59.78,31.1,0.0,0
2025-07-04 01:00:00,J2,63.0,66.78,35.4,0.79,0
2025-07-04 02:00:00,J2,42.0,63.21,33.5,1.18,0
2025-07-04 03:00:00,J2,72.0,59.69,29.2,0.0,0
2025-07-04 04:00:00,J2,95.0,62.49,28.5,0.26,0
2025-07-04 05:00:00,J2,81.0,60.22,31.6,0.0,0
2025-07-04 06:00:00,J2,152.0,54.16,36.2,1.56,0
2025-07-04 07:00:00,J2,337.0,35.69,31.1,0.0,0
2025-07-04 08:00:00,J2,237.0,46.04,26.9,2.42,0
2025-07-04 09:00:00,J2,261.0,44.18,31.4,1.72,0
2025-07-04 10:00:00,J2,161.0,54.76,23.7,0.0,0
2025-07-04 11:00:00,J2,136.0,56.53,30.4,0.0,0
2025-07-04 12:00:00,J2,105.0,61.65,29.5,0.0,0
2025-07-04 13:00:00,J2,178.0,52.5,31.1,0.39,0
2025-07-04 14:00:00,J2,123.0,56.8,30.2,2.37,0
2025-07-04 15:00:00,J2,102.0,61.08,26.6,0.2,0
2025-07-04 16:00:00,J2,186.0,52.08,26.7,0.08,0
2025-07-04 17:00:00,J2,463.0,23.03,30.6,0.04,0
2025-07-04 18:00:00,J2,421.0,29.7,29.6,1.8,0
2025-07-04 19:00:00,J2,402.0,30.04,26.9,0.0,0
2025-07-04 20:00:00,J2,202.0,52.99,27.5,0.19,0
2025-07-04 21:00:00,J2,149.0,52.51,28.2,0.0,0
2025-07-04 22:00:00,J2,156.0,54.41,34.9,0.48,1
2025-07-04 23:00:00,J2,140.0,52.74,30.5,0.35,0
2025-07-05 00:00:00,J2,104.8,61.23,32.9,0.44,0
2025-07-05 01:00:00,J2,66.4,60.99,34.6,0.0,0
2025-07-05 02:00:00,J2,28.0,67.98,26.7,0.44,0
2025-07-05 03:00:00,J2,25.6,70.0,32.9,0.0,0
2025-07-05 04:00:00,J2,2.4,67.64,30.2,1.66,0
2025-07-05 05:00:00,J2,59.2,65.98,28.0,0.0,0
2025-07-05 06:00:00,J2,124.8,58.47,23.2,0.0,0
2025-07-05 07:00:00,J2,270.4,48.05,31.2,1.28,0
2025-07-05 08:00:00,J2,326.4,38.84,29.2,1.17,0
2025-07-05 09:00:00,J2,260.8,46.06,27.3,1.6,0
2025-07-05 10:00:00,J2,140.0,54.86,31.3,0.25,0
2025-07-05 11:00:00,J2,121.6,57.68,33.3,0.47,0
2025-07-05 12:00:00,J2,96.0,59.0,28.1,0.72,0
2025-07-05 13:00:00,J2,161.6,54.47,30.0,0.0,0
2025-07-05 14:00:00,J2,141.6,59.2,28.3,0.88,1
2025-07-05 15:00:00,J2,139.2,56.69,28.4,0.56,0
2025-07-05 16:00:00,J2,115.2,60.74,35.1,0.21,0
2025-07-05 17:00:00,J2,349.6,33.0,36.2,1.48,0
2025-07-05 18:00:00,J2,215.2,45.79,32.5,0.6,0
2025-07-05 19:00:00,J2,293.6,37.93,29.4,0.0,0
2025-07-05 20:00:00,J2,147.2,54.76,35.2,0.0,0
2025-07-05 21:00:00,J2,87.2,62.36,27.2,0.0,0
2025-07-05 22:00:00,J2,128.0,60.37,29.1,0.13,0
2025-07-05 23:00:00,J2,124.0,55.42,29.1,4.59,0
2025-07-06 00:00:00,J2,68.0,67.84,31.2,0.0,0
2025-07-06 01:00:00,J2,53.6,62.16,30.1,0.0,0
2025-07-06 02:00:00,J2,18.4,65.85,25.4,0.13,0
2025-07-06 03:00:00,J2,83.2,60.58,32.4,2.55,0
2025-07-06 04:00:00,J2,16.8,69.05,34.2,0.54,0
2025-07-06 05:00:00,J2,12.0,70.0,23.1,0.69,0
2025-07-06 06:00:00,J2,89.6,62.18,31.8,0.06,0
2025-07-06 07:00:00,J2,305.6,40.51,27.3,0.12,1
2025-07-06 08:00:00,J2,186.4,49.92,37.9,0.08,0
2025-07-06 09:00:00,J2,298.4,40.73,29.7,1.44,0
2025-07-06 10:00:00,J2,139.2,57.98,19.8,0.0,0
2025-07-06 11:00:00,J2,89.6,61.52,27.1,2.46,0
2025-07-06 12:00:00,J2,176.8,52.42,29.3,0.15,0
2025-07-06 13:00:00,J2,73.6,61.51,28.2,0.36,0
2025-07-06 14:00:00,J2,124.0,56.4,24.8,0.0,0
2025-07-06 15:00:00,J2,113.6,59.24,28.1,0.0,0
2025-07-06 16:00:00,J2,100.0,58.53,27.9,0.0,0
2025-07-06 17:00:00,J2,331.2,34.15,29.3,0.16,0
2025-07-06 18:00:00,J2,328.8,38.88,32.3,0.0,0
2025-07-06 19:00:00,J2,350.4,33.87,31.2,0.47,0
2025-07-06 20:00:00,J2,143.2,53.69,29.9,0.49,0
2025-07-06 21:00:00,J2,140.0,55.22,31.7,0.75,0
2025-07-06 22:00:00,J2,170.4,52.35,33.1,2.83,0
2025-07-06 23:00:00,J2,119.2,59.01,30.5,1.35,0
2025-07-07 00:00:00,J2,137.0,56.12,30.5,1.22,0
2025-07-07 01:00:00,J2,76.0,62.95,32.4,0.65,0
2025-07-07 02:00:00,J2,93.0,61.62,28.0,0.42,0
2025-07-07 03:00:00,J2,119.0,58.57,28.6,0.0,0
2025-07-07 04:00:00,J2,57.0,61.61,27.1,0.13,0
2025-07-07 05:00:00,J2,29.0,64.95,24.7,0.5,0
2025-07-07 06:00:00,J2,86.0,62.61,33.9,0.18,0
2025-07-07 07:00:00,J2,283.0,44.36,31.7,0.73,0
2025-07-07 08:00:00,J2,374.0,31.04,28.9,0.34,0
2025-07-07 09:00:00,J2,392.0,30.88,32.5,0.66,0
2025-07-07 10:00:00,J2,93.0,61.16,27.3,0.0,0
2025-07-07 11:00:00,J2,206.0,47.17,28.9,0.02,0
2025-07-07 12:00:00,J2,144.0,54.96,30.0,4.58,0
2025-07-07 13:00:00,J2,217.0,47.6,31.6,0.49,0
2025-07-07 14:00:00,J2,97.0,61.04,34.8,0.0,0
2025-07-07 15:00:00,J2,176.0,53.2,28.0,1.4,0
2025-07-07 16:00:00,J2,115.0,56.55,24.7,1.12,0
2025-07-07 17:00:00,J2,392.0,31.13,27.4,1.8,0
2025-07-07 18:00:00,J2,312.0,41.45,30.7,1.05,0
2025-07-07 19:00:00,J2,306.0,39.89,29.4,0.77,0
2025-07-07 20:00:00,J2,135.0,54.11,31.3,0.14,0
2025-07-07 21:00:00,J2,126.0,57.86,30.7,1.49,0
2025-07-07 22:00:00,J2,155.0,51.6,26.7,0.0,0
2025-07-07 23:00:00,J2,143.0,59.15,28.8,1.87,0
2025-07-01 00:00:00,J3,49.0,68.46,27.7,0.0,0
2025-07-01 01:00:00,J3,9.0,69.46,27.5,0.36,0
2025-07-01 02:00:00,J3,101.0,62.98,36.0,0.52,0
2025-07-01 03:00:00,J3,54.0,63.35,32.5,1.44,0
2025-07-01 04:00:00,J3,111.0,61.04,32.5,3.72,0
2025-07-01 05:00:00,J3,131.0,54.62,29.4,0.1,0
2025-07-01 06:00:00,J3,138.0,57.75,32.6,0.06,0
2025-07-01 07:00:00,J3,272.0,40.14,30.0,0.86,1
2025-07-01 08:00:00,J3,376.0,36.17,34.6,0.0,0
2025-07-01 09:00:00,J3,251.0,43.84,32.3,0.43,0
2025-07-01 10:00:00,J3,129.0,56.28,31.6,0.17,0
2025-07-01 11:00:00,J3,201.0,51.29,29.7,0.92,0
2025-07-01 12:00:00,J3,157.0,54.5,30.4,0.0,0
2025-07-01 13:00:00,J3,174.0,52.05,27.0,2.26,0
2025-07-01 14:00:00,J3,183.0,53.47,27.9,3.38,0
2025-07-01 15:00:00,J3,205.0,48.54,32.1,0.0,0
2025-07-01 16:00:00,J3,170.0,48.15,32.7,0.13,0
2025-07-01 17:00:00,J3,440.0,26.49,30.3,0.52,0
2025-07-01 18:00:00,J3,394.0,27.47,28.4,1.01,1
2025-07-01 19:00:00,J3,349.0,32.88,31.7,0.53,0
2025-07-01 20:00:00,J3,178.0,48.97,33.5,0.0,0
2025-07-01 21:00:00,J3,178.0,52.73,28.2,0.49,1
2025-07-01 22:00:00,J3,163.0,55.72,23.1,1.27,0
2025-07-01 23:00:00,J3,172.0,53.9,28.7,0.26,0
2025-07-02 00:00:00,J3,24.0,67.2,29.6,1.68,0
2025-07-02 01:00:00,J3,67.0,65.19,27.9,0.0,0
2025-07-02 02:00:00,J3,100.0,58.71,27.6,0.0,0
2025-07-02 03:00:00,J3,121.0,58.55,29.2,1.82,0
2025-07-02 04:00:00,J3,36.0,69.57,31.1,0.52,0
2025-07-02 05:00:00,J3,45.0,63.98,25.5,1.3,0
2025-07-02 06:00:00,J3,116.0,56.77,29.4,0.28,0
2025-07-02 07:00:00,J3,284.0,41.08,27.8,1.12,0
2025-07-02 08:00:00,J3,325.0,35.22,31.6,1.97,0
2025-07-02 09:00:00,J3,456.0,23.11,33.1,1.65,0
2025-07-02 10:00:00,J3,146.0,54.73,28.8,0.0,0
2025-07-02 11:00:00,J3,159.0,56.11,28.1,3.13,0
2025-07-02 12:00:00,J3,89.0,59.38,33.4,4.16,0
2025-07-02 13:00:00,J3,119.0,55.98,31.3,1.84,0
2025-07-02 14:00:00,J3,100.0,62.37,37.8,0.97,0
2025-07-02 15:00:00,J3,108.0,59.88,29.1,1.41,0
2025-07-02 16:00:00,J3,211.0,48.29,24.1,1.42,0
2025-07-02 17:00:00,J3,414.0,28.74,33.1,0.0,0
2025-07-02 18:00:00,J3,478.0,21.0,34.9,2.06,0
2025-07-02 19:00:00,J3,338.0,33.92,36.0,0.56,0
2025-07-02 20:00:00,J3,109.0,59.18,30.4,0.0,0
2025-07-02 21:00:00,J3,169.0,52.17,30.6,0.0,0
2025-07-02 22:00:00,J3,77.0,64.04,28.9,0.0,0
2025-07-02 23:00:00,J3,124.0,56.59,34.3,1.12,0
2025-07-03 00:00:00,J3,28.0,67.76,32.2,1.77,0
2025-07-03 01:00:00,J3,82.0,58.68,25.7,0.0,0
2025-07-03 02:00:00,J3,77.0,64.92,28.9,0.35,0
2025-07-03 03:00:00,J3,66.0,64.18,27.9,3.3,0
2025-07-03 04:00:00,J3,60.0,66.01,36.2,0.69,0
2025-07-03 05:00:00,J3,22.0,64.86,29.2,0.0,0
2025-07-03 06:00:00,J3,179.0,52.27,28.3,0.03,0
2025-07-03 07:00:00,J3,438.0,27.51,34.6,0.0,0
2025-07-03 08:00:00,J3,305.0,37.1,26.2,4.21,0
2025-07-03 09:00:00,J3,276.0,42.54,33.5,0.0,0
2025-07-03 10:00:00,J3,179.0,52.63,31.9,1.47,0
2025-07-03 11:00:00,J3,141.0,50.49,32.0,0.08,0
2025-07-03 12:00:00,J3,130.0,58.77,30.7,0.29,0
2025-07-03 13:00:00,J3,157.0,57.58,32.2,0.0,0
2025-07-03 14:00:00,J3,100.0,59.49,22.8,0.76,1
2025-07-03 15:00:00,J3,129.0,57.19,35.1,0.71,0
2025-07-03 16:00:00,J3,111.0,58.02,23.4,0.0,0
2025-07-03 17:00:00,J3,448.0,24.76,23.8,0.0,0
2025-07-03 18:00:00,J3,338.0,38.13,37.1,1.63,0
2025-07-03 19:00:00,J3,249.0,44.13,32.3,0.32,0
2025-07-03 20:00:00,J3,174.0,53.35,29.5,0.21,0
2025-07-03 21:00:00,J3,126.0,56.76,27.6,0.41,0
2025-07-03 22:00:00,J3,92.0,60.67,28.2,2.35,0
2025-07-03 23:00:00,J3,152.0,55.96,31.0,0.81,0
2025-07-04 00:00:00,J3,63.0,65.8,27.1,2.78,0
